word,answer
chrs,chris
cici,cici
cigs,cigs
ciki,ciki
ciku,cikgu
cina,cina
cing,cing
ciri,ciri
cita,cita-cita
city,city
dpat,dapat
dpet,dapat
drmh,di rumah
drmn,dari mana
drop,drop
drpd,daripada
drtd,dari tadi
drum,drum
dsar,dasar
dsna,di sana
dsni,di sini
dstu,di situ
dtng,datang
duar,duar
duck,duck
duda,duda
dude,dude
duel,duel
duet,duet
duga,duga
duid,duit
duit,duit
duka,duka
duke,duke
duls,dulu
dulu,dulu
dumb,dumb
dump,dump
duni,dunia
dunk,dong
duri,duri
duuh,duh
duwe,duwe
dyah,dyah
dyem,damn
each,each
earn,earn
ears,ears
ease,ease
easy,easy
eats,eats
ebah,ebah
ebak,ebak
edan,edan
edge,edge
edgy,edgy
edit,edit
eece,ece
efek,efek
egak,tidak
egan,egan
ehem,ehem
eiro,eiro
eits,eits
ejek,ejek
ekor,ekor
ekwk,wkwk
elab,elab
elah,elah
elak,elak
elim,elim
ella,ella
elok,elok
elsa,elsa
else,else
elsu,elsu
eluh,keluh
elus,elus
elyn,elyn
emak,emak
eman,eman
emas,emas
embo,embo
emma,emma
emng,memang
emot,emot
emyu,emyu
enaf,enough
enak,enak
enam,enam
endo,endo
ends,ends
eneg,eneg
eneh,aneh
enek,enek
eneq,eneq
enfp,enfp
enga,tidak
enge,enge
enha,enha
enih,ini
enta,entah
ente,ente
enth,entah
entp,entp
envy,envy
enzi,enzi
epek,efek
epic,epic
epsd,episode
erat,erat
eren,eren
eril,eril
eror,error
esai,esai
esok,esok
esti,esti
etah,entah
etis,etis
eugh,eugh
euhm,ehem
eulq,eulq
euro,euro
evel,evel
even,even
ever,ever
eweh,eweh
exam,exam
exit,exit
eyes,eyes
ezra,ezra
faak,fuck
face,face
fact,fact
fail,fail
fair,fair
faiz,faiz
fake,fake
fana,fana
fans,fans
farm,farm
fart,fart
fasa,fasa
fase,fase
fast,fast
fati,fati
faze,faze
fckg,fucking
fckn,fucking
fear,fear
feck,fuck
feed,feed
feel,feel
feet,feet
felt,felt
fess,fess
fics,fics
fiks,fix
file,file
film,film
find,find
fine,fine
fire,fire
fish,fish
five,five
fkta,fakta
fkyu,fuck you
flag,flag
flat,flat
flet,flat
flex,flex
flop,flop
flow,flow
folo,follow
fomo,fomo
fond,fond
font,font
food,food
fook,fuck
form,form
foto,foto
four,four
free,free
fren,friend
frgs,frgs
frik,frik
frog,frog
from,from
fsik,fisik
fuck,fuck
fuse,fuse
fvck,fuck
fwak,fuck
gaak,tidak
gada,tidak ada
gade,gadai
gado,gado
gaes,guys
gaib,gaib
gain,gain
gais,guys
gaje,tidak jelas
gaji,gaji
gakl,tidak
gala,gala
gali,gali
galo,galau
game,game
gamo,tidak mau
gang,gang
gara,gara
gard,gard
garu,garuk
gasi,gasi
gata,gata
gatl,gatal
gaul,gaul
gaus,gak usah
gave,gave
gawd,gawd
gawe,gawe
gaya,gaya
gays,gays
gaza,gaza
gblg,goblok
gblk,goblok
gbsa,gak bisa
gbuk,gebuk
gear,gear
gebu,gebu
gede,gede
geez,geez
gege,gege
gegi,gegi
geli,geli
gelo,gelo
geng,geng
genz,gen z
gerd,gerd
geri,geri
gesa,gesa
geto,gitu
gets,gets
geus,geus
geys,guys
ggak,gak
ggra,gara-gara
giat,giat
gift,gift
gigi,gigi
gil4,gila
gila,gila
gile,gila
gimn,gimana
gini,gini
gins,gins
girl,girl
gitu,gitu
give,give
giyu,giyu
gizi,gizi
gjdi,gak jadi
gjls,gajelas
gjni,gini
gkda,gak ada
gksi,gak sih
glad,glad
glak,galak
glow,glow
gmau,gak mau
gmbr,gambar
gmna,gimana
gmnh,gimana
gmny,gimananya
gmpg,gampang
gnti,ganti
gobk,goblok
gods,gods
goes,goes
gojo,gojo
gold,gold
gols,gols
gona,gona
gone,gone
gong,gong
good,good
gore,gore
gose,gose
goto,goto
gpny,gak punya
gppa,gak apa-apa
gpph,gak apa-apa
grab,grab
grad,grad
gras,gras
gred,gred
greg,greg
grew,grew
grgr,gara-gara
grok,grok
grow,grow
grub,grup
grup,grup
gtau,gak tahu
gtgt,gitu-gitu
gtlt,gtlt
gtuh,gitu
guci,guci
gueh,gue
gues,guess
guis,guys
guji,guji
gula,gula
gumi,gumi
guna,guna
gurl,gurl
guru,guru
gusi,gusi
gusy,guys
guus,bagus
guwa,gue
guwe,gue
guwi,guwi
guys,guys
gweh,gue
gwej,gue
gyan,gyan
gyul,gyul
gyus,guys
h-25,kurang dari 25 hari
h-27,kurang dari 27 hari
haah,haah
haai,hai
haal,hal
hack,hack
hade,hade
hadi,hadi
hael,hael
haha,haha
haid,haid
haih,haih
hair,hair
haiz,haiz
haje,haje
haji,haji
half,half
halo,halo
halu,halu
hana,hana
hand,hand
hang,hang
hani,hani
hans,hans
hanu,hanu
haon,haon
hape,hp
hara,hara
hard,hard
hari,hari
harm,harm
haru,haru
harv,harv
hary,hary
hate,hate
hati,hati
haus,haus
have,have
hawa,hawa
haya,hanya
hayo,hayo
hayu,hayu
hbgn,hubungan
hbis,habis
hdeh,hadeh
hdmi,hdmi
hduh,haduh
hduo,hidup
hdup,hidup
head,head
heal,heal
hear,hear
heck,heck
heeh,heeh
hehe,hehe
heir,heir
held,held
heli,heli
helm,helm
helo,halo
help,help
helt,helt
hemz,hemz
hepi,hepi
here,here
hero,hero
hers,hers
heuw,heuw
hgyl,hgyl
hhah,haha
hias,hias
hide,hide
hidu,hidup
high,high
hihi,hihi
hiit,hiit
hiji,satu
hikd,sedih
hiks,sedih
hina,hina
hing,hing
hint,hint
hire,hire
hiro,hiro
hisa,bisa
hitc,hitc
hits,hits
hitu,itu
hive,hive
hivi,hivi
hiya,iya
hiye,hiye
hllo,halo
hmmz,hmm
hmpa,hampa
hmph,hmph
hmpr,hampir
hmps,hmph
hngh,hngh
hnya,hanya
hoax,hoax
hobi,hobi
hoby,hobi
hod3,hoodie
hoek,hoek
hoho,hoho
hoki,hoki
hold,hold
hole,hole
holo,holo
home,home
homo,homo
hong,hong
hooh,hooh
hoon,hoon
hope,hope
hore,hore
hosu,hosu
hoto,hoto
hour,hour
hows,how's
hpan,hp-an
hpku,hp-ku
hpny,hp-nya
hpus,hapus
hrga,harga
hrhr,hrhr
hrmt,hormat
hrus,harus
hsil,hasil
hspt,hotspot
huah,huah
huft,huft
huga,huga
huge,huge
hugs,hugs
huhf,huhf
huhu,huhu
hung,hung
hurt,hurt
huru,huru
hush,hush
huwa,huwa
hwhw,hwhw
hybe,hybe
hyna,hyna
hype,hype
hypo,hypo
hyuk,hyuk
hyun,hyun
ibis,ibis
ibls,iblis
ibuk,ibu
icad,icad
ical,ical
icha,icha
icon,icon
icun,icun
idam,idaman
idap,idap
idea,idea
idem,idem
idfc,idfc
idih,idih
idol,idol
idul,idul
idup,hidup
igfb,igfb
ihsg,ihsg
ijik,ijik
ijin,izin
ikan,ikan
ikon,ikon
ikut,ikut
ilmu,ilmu
imam,imam
iman,iman
imma,imma
imut,imut
inap,inap
incl,incl
indo,indo
indy,indy
infj,infj
info,info
infp,infp
ingi,ingin
ingn,ingin
ingt,ingat
inih,ini
injt,intj
inna,inna
inpo,info
inti,inti
intj,intj
intm,intim
into,into
intp,intp
inun,inun
iodc,iodc
ipad,ipad
ipar,ipar
ipdn,ipdn
iphm,iphm
ipon,iphone
ippo,ippo
ipul,ipul
iris,iris
irit,irit
irks,irks
irls,irls
isau,isau
isfj,isfj
isip,isi
isnt,isn't
isok,is okay
issu,isu
istg,istg
istj,istj
isya,isya
itch,itch
item,hitam
itin,itu
itmy,it's me
itud,itu
ituh,itu
ivan,ivan
iyah,iya
iyel,iyel
iyes,iya
iyya,iya
izem,izem
izin,izin
jack,jack
jadi,jadi
jadu,jadi
jaek,jae
jaga,jaga
jagn,jangan
jago,jago
jahe,jahe
jaja,jaja
jajn,jajan
jake,jake
jakn,jalan
cala,jala
jali,jali
jamu,jamu
jane,jane
jang,jang
jani,jadi
jari,jari
jasa,jasa
jati,jati
jauh,jauh
jawa,jawa
jaya,jaya
jban,jangan
jbjb,jbjb
jdar,jeder
jdny,jadinya
jdoh,jodoh
jean,jeans
jeda,jeda
jedi,jedi
jeha,jeha
jeje,jeje
jeki,jika
jela,jela
jels,jelas
jeng,jeng
jeno,jeno
jepi,jepit
jera,jera
jerk,jerk
jhat,jahat
jiir,jiir
jiji,jijik
jika,jika
jila,jika
jimi,jimi
jing,anjing
jink,anjing
jirs,anjir
jirt,anjir
jisa,jisa
jitu,jitu
jiwa,jiwa
jjan,jajan
jjba,jjba
jjk0,jjk0
jjur,jujur
jkjk,jkjk
jlan,jalan
jlas,jelas
jleb,jleb
jlek,jelek
jman,zaman
jmks,jmks
jnck,jancok
jngn,jangan
jnji,janji
joah,joah
jobs,jobs
joea,joea
jogo,jogo
join,join
joji,joji
joke,joke
joki,joki
jona,zona
jong,jong
joon,joon
joqi,joki
joys,joys
jpra,jpra
jsjd,jsjd
jsuh,jauh
jual,jual
juan,juan
jude,jude
judi,judi
judy,judy
juga,juga
jugk,juga
juli,juli
july,july
jump,jump
june,june
jung,jung
juni,juni
just,just
juta,juta
juzi,juzi
jwab,jawab
kaak,kak
kaan,kan
kaca,kaca
kada,kada
kadi,kadi
kado,kado
kael,kael
kafe,kafe
kaga,kagak
kaia,kaia
kain,kain
kaje,kaje
kaka,kakak
kaki,kaki
kaku,kaku
kal1,kal1
kala,kala
kale,kali
kali,kali
kalo,kalau
kalu,kalau
kamh,kamu
kami,kami
kamu,kamu
kang,kang
kaos,kaos
kapn,kapan
kara,kara
karu,karuan
kary,kary
kasi,kasih
kasu,kasu
kata,kata
kate,kate
kaum,kaum
kaus,kaus
kawa,kawa
kaya,kaya
kayk,kayak
kayo,kayo
kayu,kayu
kbar,kabar
kbri,kbri
kbur,kabur
kcil,kecil
kcon,kcon
kdag,kdag
kdia,kdia
kdng,kadang
kdok,kdok
kdrt,kdrt
ke-2,ke-2
ke-3,ke-3
ke-4,ke-4
kear,kear
kebo,kebo
keca,keca
kece,kece
keci,kecil
keep,keep
keki,keki
kela,kela
kelg,keluarga
kelt,kelt
kelu,kelu
kema,kema
kemo,kemo
kena,kena
kene,kene
kenl,kenal
keno,kenapa
keos,chaos
kepo,kepo
kept,kept
kerj,kerja
keyo,keyo
kgak,kagak
kgen,kangen
kgsg,langsung
khai,khai
khan,kan
khas,khas
khns,khns
kiai,kiai
kian,kian
kiat,kiat
kick,kick
kids,kids
kidz,kidz
kieu,kieu
kilo,kilo
kimi,kimi
kind,kind
king,king
kini,kini
kink,kink
kipk,kipas
kira,kira
kiri,kiri
kiro,kira
kiss,kiss
kita,kita
kits,kita
klan,klan
klas,kelas
klau,kalau
klen,kelen
klik,klik
kloc,kloc
klok,klok
klop,klop
klow,kalau
klrg,keluarga
klub,klub
klur,keluar
klwr,keluar
kmar,kamar
kmna,ke mana
kmrn,kemarin
knak,knak
knal,kenal
knew,knew
kngn,kangen
knot,knot
know,know
knpa,kenapa
knph,kenapa
kntl,kontol
knva,kenapa
koar,koar
koas,koas
kode,kode
kodo,kodo
koin,koin
koki,koki
koko,koko
koma,koma
kong,kong
kono,kono
kook,kook
koor,koor
kopi,kopi
kopl,kopl
korg,korang
kori,kori
kosa,kosa
kost,kos
kota,kota
kowe,kowe
koyo,koyo
kpan,kapan
kpla,kepala
kpop,kpop
kpps,kpps
kram,kram
kras,keras
krat,krat
kren,keren
krja,kerja
krma,karma
krna,karena
ksel,kesal
ksih,kasih
ksni,ke sini
ktmu,ketemu
ktny,katanya
kuar,keluar
kuat,kuat
kubu,kubu
kuda,kuda
kudu,kudu
kuih,kuih
kuis,kuis
kuku,kuku
kuli,kuli
kulo,kulo
kumn,kalian
kung,kung
kupu,kupu
kurg,kurang
kutu,kutu
kuya,kuya
kwkw,kwkw
kyai,kyai
kyak,kayak
laah,lah
lach,lah
laci,laci
lack,lack
lacr,lancar
lada,lada
lads,lads
laen,lain
lage,lagi
lagi,lagi
lagu,lagu
lahb,lah
laid,laid
laik,laik
laim,lain
lain,lain
laju,laju
laki,laki
laku,laku
lala,lala
lali,lali
lalo,lalu
lalu,lalu
lama,lama
lana,lana
land,land
lany,lany
lara,lara
lari,lari
last,last
late,late
lato,lato
laun,laun
laut,laut
lawn,lawn
lawu,lawu
layu,layu
lazy,lazy
lbih,lebih
lbrn,lebaran
lead,lead
lean,lean
leap,leap
leat,lihat
lebh,lebih
lebi,lebih
left,left
lega,lega
leha,leha
leka,leka
lele,lele
lenz,lenz
leon,leon
lepi,laptop
less,less
lesu,lesu
lets,lets
levi,levi
lgbt,lgbt
lgsg,langsung
liar,liar
liat,lihat
lier,lier
life,life
lift,lift
like,like
lily,lily
lima,lima
lina,lina
line,line
lini,lini
link,link
linu,linu
lisa,lisa
list,list
litc,litc
live,live
liyo,liyo
llai,lain
lmao,lmao
lmas,lemas
lmes,lemas
lmrn,lamaran
lmyn,lumayan
loaf,loaf
loan,loan
lock,lock
logo,logo
lohe,lohe
lola,lola
loly,loly
long,long
lont,lontong
look,look
loop,loop
lord,lord
lore,lore
lose,lose
loss,loss
lost,lost
lots,lots
loud,loud
love,love
lowk,lowk
loyo,loyo
lpas,lepas
lpdp,lpdp
lsms,lsms
luah,luah
luan,duluan
luap,luap
luar,luar
luas,luas
luck,luck
lucu,lucu
lucy,lucy
ludo,ludo
lugu,lugu
luhk,luh
luka,luka
luna,luna
lupa,lupa
lusa,lusa
lust,lust
lwat,lewat
lynx,lynx
maaf,maaf
maag,maag
maah,maaf
maal,maal
maap,maaf
maau,mau
maba,maba
maci,terima kasih
made,made
madt,mad
maem,makan
maen,main
magh,maag
maha,maha
mahu,mahu
main,main
mair,mair
maju,maju
maka,maka
make,memakai
maki,maki
makn,makan
maks,maksimal
mala,malah
malh,malah
malm,malam
mals,malas
malu,malu
malz,malas
mama,mama
mami,mami
mamo,mamo
mana,mana
mane,maneh
mang,mamang
many,many
maot,maot
mare,mare
marh,marah
mari,mari
mark,mark
marn,marn
mars,mars
mart,mart
maru,maru
marx,marx
masa,masa
mase,mase
mash,mash
masi,masih
mask,mask
masu,masuk
mat1,mati
mata,mata
mate,mate
math,math
mati,mati
mauk,mau
maut,maut
maxy,maxy
maya,maya
mayb,maybe
mbah,mbah
mbak,mbak
mbie,mbie
mbkm,mbkm
mbok,mbok
mbti,mbti
mbuh,mbuh
meal,meal
mean,mean
meds,meds
meet,meet
mega,mega
mehp,mehp
mein,mein
meja,meja
meki,meki
melb,melb
melu,melu
meme,meme
memo,memo
mena,semena-mena
mend,mend
meng,meng
menj,menjadi
mens,mens
ment,mental
menu,menu
meow,meow
mere,mere
merk,merek
mesh,mesh
mesm,mesem
mess,mess
meta,meta
meth,meth
mggu,minggu
mgkn,mungkin
mhai,mhai
mhon,mohon
mhsw,mahasiswa
mian,mian
micu,micu
migu,migu
miji,miji
mika,mika
miko,miko
mila,mila
mild,mild
mile,mile
mili,mili
mima,mima
mind,mind
mine,mine
mini,mini
mins,minus
miom,miom
mipi,mimpi
mipy,mimpi
miri,miri
misa,misa
misi,misi
mizy,mizy
mjdi,menjadi
mkam,makan
mkan,makan
mkin,makin
mkir,mikir
mksa,maksa
mksd,maksud
mksh,makasih
mlah,malah
mlam,malam
mlem,malam
mles,malas
mmng,memang
mmpu,mampu
mndi,mandi
mnet,mnet
mnhn,mnhn
mnit,menit
mnjd,menjadi
mnrt,menurut
mnsk,mnsk
mnta,minta
mntk,minta
mntl,mental
mnum,minum
mnyt,monyet
moch,moch
mode,mode
moga,moga
moka,moka
mola,mola
mole,mole
molo,molo
moms,moms
mono,mono
mood,mood
moon,moon
mopi,mopi
more,more
mork,mork
most,most
move,move
mpok,mpok
mpon,mohon
mrah,marah
mras,meras
mren,mren
mrka,mereka
mrsa,merasa
msak,masak
msie,msie
msih,masih
mski,meski
mslh,masalah
msti,mesti
msuk,masuk
muak,muak
mual,mual
muat,muat
mubi,mubi
much,much
muda,muda
muji,muji
muka,muka
muke,muka
mula,mula
mule,mule
mulu,mulu
muna,muna
mung,mung
muse,muse
must,must
mute,mute
muti,muti
muts,muts
muvi,muvi
mwek,mewek
myat,mayat
naah,nah
nabi,nabi
nada,nada
nadi,nadi
nady,nadi
naek,naik
nael,nael
nafs,nafs
nagi,nagi
naif,naif
naik,naik
najs,najis
naka,naka
nala,nala
nama,nama
name,name
nami,nami
namu,namu
nana,nana
nang,nang
nani,nani
nano,nano
naon,naon
napa,kenapa
nape,kenapa
napi,napi
nari,nari
naro,naruh
nasi,nasi
nata,nata
nawa,nawa
nawr,nawr
naya,naya
ncen,ncen
ncus,ncus
ndak,tidak
ndek,ndek
nder,nder
ndir,ndir
ndri,sendiri
near,near
nebu,nebu
need,need
neet,neet
negi,negi
nego,nego
neko,neko
nelp,telepon
nemu,nemu
neng,neng
neon,neon
nerd,nerd
news,news
next,next
ngab,ngab
ngak,gak
ngan,dengan
ngap,ngap
ngat,ingat
ngeh,ngeh
nget,banget
ngga,tidak
nggk,tidak
ngis,nangis
ngjk,ngajak
ngmg,ngomong
ngos,ngos-ngosan
ngrs,ngerasa
ngsa,bangsa
ngsi,ngisi
ngwe,ngewe
ngya,ngganya
nhan,menahan
niat,niat
nice,nice
nich,nih
nick,nick
nieh,nih
nikh,nikah
niki,niki
nina,nina
nine,nine
ning,ning
nipu,nipu
njek,njek
njer,anjir
njir,anjir
njng,anjing
njuk,njuk
njul,njul
njun,njun
nkah,nikah
nlfn,nelpon
nmax,nmax
nmpk,nampak
nnek,nenek
nnti,nanti
nntn,nonton
nnya,nanya
nnyk,nanya
none,none
noob,noob
nope,nope
nopo,nopo
nori,nori
note,note
novi,novi
nsfw,nsfw
ntah,entah
ntar,nanti
ntuh,itu
ntuk,untuk
nuas,nuas
nugu,nugu
numb,numb
nusa,nusa
nyah,nyah
nyai,nyai
nyam,nyam
nyes,nyes
nyet,monyet
nyon,nyon
nyrh,nyerah
nyri,nyari
nyuk,nyuk
nyun,nyun
nyus,nyus
nyut,nyut
nywa,nyawa
oada,ada
oake,oke
oala,oalah
oalh,oalah
oasu,asu
obat,obat
ocen,ocen
odgj,odgj
odha,odha
odin,odin
odsk,odsk
ofis,ofis
ogah,ogah
ogut,ogut
ohya,oh iya
oiya,oh iya
ojek,ojek
ojol,ojol
okay,okay
okeh,oke
okep,okep
okey,okey
okok,oke
olah,olah
oleh,oleh
olga,olga
olin,olin
olis,olis
olle,olle
olok,olok
omah,omah
omel,omel
onad,onad
onar,onar
once,once
onde,onde
ones,ones
only,only
onny,onnie
onoh,onoh
oomf,oomf
oooh,oh
ootd,ootd
open,open
opik,opik
opor,opor
oppa,oppa
opsi,opsi
orag,orang
oren,oranye
oreo,oreo
orga,orga
orgy,orgy
orio,oreo
orng,orang
ornk,orang
orok,orok
ortu,ortu
osce,osce
oshi,oshi
osis,osis
oskp,oskp
osmb,osmb
osnk,osnk
osos,osos
osry,osry
otak,otak
oti3,oti3
otot,otot
ovan,ovan
ovat,obat
oven,oven
over,over
oyen,oyen
ozzy,ozzy
paan,apaan
paas,pas
pace,pace
pack,pack
pacu,pacu
pada,pada
padi,padi
page,page
pagi,pagi
paha,paha
paid,paid
pain,pain
pait,pahit
pake,pakai
paku,paku
pala,kepala
palu,palu
pang,pang
papa,papa
pape,pape
papi,papi
para,para
park,park
part,part
paru,paru
pase,pase
past,past
paul,paul
paut,paut
pcah,pecah
pcar,pacar
pcos,pcos
pcrn,pacaran
pdhk,pedih
pdhl,padahal
pdkt,pdkt
pdpt,pendapat
peak,peak
pede,pede
peel,peel
peer,peer
pegi,pergi
peka,peka
pemb,pembelajaran
peng,pengin
pens,pensiun
peod,peod
peps,peps
peri,peri
pers,pers
peti,peti
pewe,pewe
pgen,pengin
phil,phil
phjs,phjs
pick,pick
pics,pics
pilu,pilu
pink,pink
pipi,pipi
pisi,pisi
piso,pisau
pita,pita
pity,pity
piye,piye
pjok,pjok
pkek,pakai
pkpm,pkpm
pksa,paksa
pkwu,pkwu
plak,plak
plan,plan
plat,plat
play,play
plea,plea
pleh,oleh
plek,plek
pler,pler
ples,ples
plij,plis
plin,plin
plis,plis
plit,pelit
pliz,plis
pljr,pelajar
plng,pulang
plot,plot
plug,plug
plus,plus
pmay,pmay
pmya,punya
pnas,panas
pngn,pengin
pnik,panik
pntg,penting
pnya,punya
poca,poca
poci,poci
poin,poin
poke,poke
pola,pola
poli,poli
poof,poof
pool,pool
poor,poor
popo,popo
pops,pops
porn,porn
pose,pose
post,post
potg,potong
poto,foto
poul,poul
poya,poya
ppdb,ppdb
ppds,ppds
ppek,epek
ppkm,ppkm
pqrt,pqrt
prah,parah
pran,peran
pray,pray
prbw,prabowo
pren,fren
pres,pres
pret,pret
prgi,pergi
pria,pria
prik,freak
prio,prio
priv,privat
prlu,perlu
prmh,pernah
prna,pernah
prnh,pernah
prns,pronouns
prob,prob
prod,prod
prof,prof
prom,prom
prut,perut
psti,pasti
ptrm,ptrm
ptsd,ptsd
ptus,putus
puan,puan
puas,puas
puim,puim
puja,puja
puji,puji
puki,puki
pula,pula
puny,punya
puol,puanjang
puqi,puqi
pura,pura-pura
pure,pure
push,push
puya,punya
pwol,pwol
qrts,qrts
quit,quit
quiz,quiz
raba,raba
rabu,rabu
race,race
rada,rada
radi,radi
raga,raga
ragu,ragu
raih,raih
rain,rain
raja,raja
rame,ramai
ramu,ramu
rang,orang
rank,rank
rant,rant
rape,rape
rapi,rapi
rara,rara
rare,rare
rasa,rasa
rase,rasa
rasi,rasi
rata,rata
rate,rate
ratu,ratu
raut,raut
raya,raya
rayu,rayu
read,read
real,real
reda,reda
reel,reel
reka,reka
rela,rela
rely,rely
rena,rena
reno,reno
rent,rent
reog,reog
rese,rese
resp,resp
rest,rest
reti,mengerti
reva,reva
rfly,rafly
rias,rias
ribu,ribu
rice,rice
rich,rich
ride,ride
riil,riil
rill,riil
rina,rina
ring,ring
risi,risih
lite,lite
riuh,riuh
rlly,really
road,road
roam,roam
rock,rock
roda,roda
rodi,rodi
roko,rokok
role,role
romo,romo
rona,rona
rony,rony
roof,roof
rook,rook
room,room
rose,rose
roso,rasa
roti,roti
rril,ril
rsud,rsud
rubs,rubs
rude,rude
rued,rued
rugi,rugi
ruin,ruin
ruko,ruko
ruma,rumah
rumh,rumah
rumi,rumi
runs,runs
ruor,ruor
rupa,rupa
rush,rush
rute,rute
rwrd,reward
ryan,ryan
saab,saab
saat,saat
safe,safe
sagi,saja
saha,saha
saia,saya
said,said
saja,saja
sajh,saja
sake,sake
saki,sakit
saku,saku
sale,sale
sama,sama
same,same
sana,sana
sane,sane
sang,sang
sans,santai
sapa,sapa
sape,siapa
sapi,sapi
sapu,sapu
sara,sara
sare,sare
sari,sari
saru,saru
sasa,sasa
sate,sate
sath,saat
sato,satu
satu,satu
saua,saya
saur,sahur
saut,saut
save,save
saya,saya
says,says
sbab,sebab
sbel,sebal
sblh,sebelah
sblm,sebelum
sbnr,sebenarnya
sbtu,sabtu
sbux,sbux
scam,scam
scra,secara
sdah,sudah
sdar,sadar
sdih,sedih
sdit,sdit
sdkt,sedikit
seat,seat
sech,sih
sedh,sedih
sedi,sedih
sedu,sedu
seeh,sih
seek,seek
seem,seem
seen,seen
segi,segi
seks,seks
seld,self
self,self
selo,selow
selu,selalu
seme,seme
semi,semi
semu,semu
send,send
seng,seng
seni,seni
sent,sent
sepi,sepi
sera,sera
seri,seri
seru,seru
sesi,sesi
set3,setengah 3
set7,setengah 7
set8,setengah 8
set9,setengah 9
seth,seth
setl,setel
seto,seto
sewa,sewa
sexs,seks
sexy,sexy
sgat,sangat
sgla,segala
sgni,segini
sgst,sgst
shbt,sahabat
shed,shed
shen,shen
shes,she's
shif,shift
shih,sih
ship,ship
shit,shit
shka,suka
shlt,shalat
shof,shof
shop,shop
show,show
shua,shua
shud,should
shun,shun
shut,shut
siah,sih
siak,siak
sial,sial
siap,siap
sich,sih
sick,sick
sico,sico
side,side
sift,shift
siga,siga
sigh,sigh
sign,sign
siih,sih
sikp,sikap
sime,sime
simp,simp
sing,sing
sini,sini
sinj,sini
sink,sink
sion,sion
siot,siot
siri,siri
sisa,sisa
sisi,sisi
sist,sist
sita,sita
site,site
situ,situ
siya,siya
siyh,sih
size,size
sjak,sejak
skak,skak
skil,skill
skin,skin
skip,skip
skit,sakit
skiy,skuy
sklh,sekolah
skli,sekali
skng,sekarang
skok,skok
skor,skor
skrg,sekarang
skrn,sekarang
sksk,sksk
slah,salah
slap,slap
slay,slay
slgi,selagi
slit,slit
sllu,selalu
slma,selama
slnx,slnx
slot,slot
slow,slow
smbl,sambil
smga,semoga
smgt,semangat
smjk,semenjak
smlm,semalam
smol,kecil
smpe,sampai
smph,sumpah
smpk,smpk
smpt,sempat
smpw,sampai
smsm,sama-sama
smth,smth
smtm,smtm
smua,semua
snap,snap
snbp,snbp
snbt,snbt
sndi,sandi
sndr,sendiri
snge,sange
sngj,sengaja
sngt,sangat
soak,soak
soal,soal
soar,soar
sobs,sobs
soda,soda
sofa,sofa
soft,soft
sohi,sohi
sold,sold
solo,solo
some,some
song,song
sono,sono
sons,sons
sony,sony
soon,soon
soos,soos
sope,sope
sopi,sopi
sore,sore
sorg,sorang
sori,sori
sort,sort
sory,sorry
soss,soss
sotu,sotu
soul,soul
sour,sour
spam,spam
span,span
spec,spec
spek,spesifikasi
spes,spes
spik,spik
spil,spill
spkj,spkj
spot,spot
sppa,sppa
sqma,sama
sran,saran
sreg,sreg
srek,srek
srng,sering
sruh,suruh
sslu,sslu
ssri,ssri
staf,staf
stan,stan
star,star
stat,stat
stay,stay
step,step
stfu,stfu
stgh,setengah
sthn,setahun
stir,setir
stlh,setelah
stnk,stnk
stok,stok
stop,stop
stre,stre
stts,status
stut,stut
suap,suap
subu,subuh
such,such
suci,suci
suck,suck
suda,sudah
sudh,sudah
sudi,sudi
suer,suer
sugu,sugu
suha,suha
suho,suho
suhu,suhu
suit,suit
suja,suja
suka,suka
suku,suku
sula,sula
suld,sudah
suma,sama
sumn,sama
sung,sung
suno,suno
sure,sure
susa,susah
sush,susah
susu,susu
swab,swab
swag,swag
syah,sah
syai,syai
syit,shit
syng,sayang
syok,syok
taat,taat
tabe,tabe
tabs,tabs
tabu,tabu
taca,taca
tack,tack
tadi,tadi
taek,tae
tags,tags
tahi,tahi
tahu,tahu
taij,taij
taik,tai
taka,taka
take,take
taku,takut
tali,tali
talk,talk
tamu,tamu
tang,tang
tank,tank
taon,tahun
tape,tape
tapi,tapi
tapu,tapi
tara,tara
tari,tari
taro,taruh
task,task
tata,tata
tauk,tahu
taun,tahun
tawa,tawa
taxi,taxi
tbtb,tiba-tiba
tbuh,tubuh
tbvh,tbvh
tdak,tidak
tdol,tdol
tds4,tds4
tdur,tidur
team,team
tebs,tebs
teel,teel
tega,tega
teja,teja
teka,teka
teki,teki
teks,teks
tele,tele
telo,telo
telp,telepon
tema,tema
temn,teman
temu,temu
tend,tend
teri,teri
term,term
ters,ters
teru,terus
test,test
teta,teta
tete,tete
teti,teti
tetp,tetap
text,text
tgan,tangan
tgga,tetangga
tggl,tinggal
tggu,tunggu
tgok,tengok
thag,thag
thai,thai
thal,thal
than,than
that,that
thay,thay
them,them
then,then
they,they
thir,thir
this,this
thot,thot
thru,thru
thun,tahun
thus,thus
thxu,terima kasih
tian,tian
tiap,tiap
tiba,tiba
tibe,tiba
tida,tidak
tidk,tidak
tido,tidur
tidr,tidur
tied,tied
tier,tier
tifs,tifus
tiga,tiga
tiko,tiko
till,till
time,time
timw,tim
tina,tina
tine,tine
tipa,tiba
tipe,tipe
tipi,tv
tips,tips
tipu,tipu
tiqp,tiap
tiri,tiri
tiru,tiru
tisu,tisu
tito,tito
tkda,tidak ada
tkde,tidak ada
tkud,takut
tkut,takut
tlah,telah
